,Unnamed: 0,mmsi,acqtime,cog,latitude,longitude,status,true_head,avg_lon,avg_lat
152,152,411041792,1673612156,0,29531799,121555701,0,0,,
153,153,411041792,1673614673,1680,29532200,121555298,0,1600,,
154,154,411041792,1673614853,23230,29532301,121555298,0,23200,,
155,155,411041792,1673621838,29620,30121000,122137100,0,29500,,
156,156,411041792,1673622739,950,30121000,122137100,0,900,,
157,157,411041792,1673623276,23860,30120899,122137001,0,23800,,
158,158,411041792,1673623278,23810,30120916,122137039,0,23800,,
159,159,411041792,1673627556,15350,30120966,122137081,0,15300,,
160,160,411041792,1673627592,11300,30121011,122137096,0,11200,,
161,161,411041792,1673627594,11270,30121000,122137100,0,11200,,
162,162,411041792,1673628671,1040,30120941,122137081,0,1000,,
163,163,411041792,1673628995,1010,30120931,122137066,0,1000,,
164,164,411041792,1673629005,560,30120981,122137066,0,500,,
165,165,411041792,1673629391,13580,30120955,122137055,0,13500,,
166,166,411041792,1673629571,6610,30120981,122137111,0,6500,,
167,167,411041792,1673629572,6590,30121000,122137100,0,6500,,
168,168,411041792,1673629930,26910,30121011,122136996,0,26900,,
169,169,411041792,1673630435,33530,30121000,122137031,0,33500,,
170,170,411041792,1673630445,26900,30121000,122136981,0,26900,,
171,171,411041792,1673630471,3170,30121000,122137100,0,3100,,
172,172,411041792,1673630651,10200,30120976,122137085,0,10200,,
173,173,411041792,1673630652,10200,30121000,122137100,0,10200,,
174,174,411041792,1673630834,32730,30121000,122137100,0,32700,,
175,175,411041792,1673631009,34860,30120956,122137091,0,34800,,
176,176,411041792,1673631011,34860,30121000,122137100,0,34800,,
177,177,411041792,1673631155,32730,30120966,122137100,0,32700,,
178,178,411041792,1673631189,33850,30120980,122137045,0,33800,,
179,179,411041792,1673631190,33830,30120966,122137031,0,33800,,
180,180,411041792,1673631191,33830,30121000,122137001,0,33800,,
181,181,411041792,1673631549,7080,30120966,122137101,0,7000,,
182,182,411041792,1673631551,7060,30121000,122137100,0,7000,,
183,183,411041792,1673631907,1770,30120970,122137081,0,1700,,
184,184,411041792,1673631908,1740,30120970,122137081,0,1700,,
185,185,411041792,1673631910,1740,30121000,122137100,0,1700,,
186,186,411041792,1673635328,2750,30121000,122137100,0,2700,,
187,187,411041792,1673635474,20540,30120931,122137016,7,20500,,
188,188,411041792,1673635484,2750,30120950,122137081,0,2700,,
189,189,411041792,1673635686,3570,30120398,122136597,7,3500,,
190,190,411041792,1673635834,3570,30120381,122136566,7,3500,,
191,191,411041792,1673692396,0,29041436,121603011,0,0,,
192,192,411041792,1673692936,0,29041426,121603006,1,0,,
193,193,411041792,1673693109,0,29041416,121603000,1,0,,
194,194,411041792,1673693115,27150,29041371,121602976,1,27100,,
195,195,411041792,1673694014,0,29041371,121602991,1,0,,
196,196,411041792,1673694015,0,29041371,121602991,1,0,,
197,197,411041792,1673694017,0,29041401,121602997,1,0,,
198,198,411041792,1673694375,0,29041426,121603006,1,0,,
199,199,411041792,1673694550,0,29041416,121603000,1,0,,
200,200,411041792,1673726158,12770,29940650,122290566,3,12700,,
201,201,411041792,1673726159,12770,29940701,122290604,3,12700,,
202,202,411041792,1673726520,0,29940800,122290604,0,0,,
203,203,411041792,1673726878,0,29940950,122290481,2,0,,
204,204,411041792,1673726880,0,29941000,122290497,2,0,,
205,205,411041792,1673727332,0,29940800,122290604,0,0,,
206,206,411041792,1673764449,0,29189016,121912416,3,0,,
207,207,411041792,1673764629,0,29189081,121912366,1,0,,
208,208,411041792,1673764631,0,29189100,121912398,1,0,,
209,209,411041792,1673765351,0,29189100,121912398,0,0,,
210,210,411041792,1673765530,0,29189031,121912400,1,0,,
211,211,411041792,1673765710,0,29189711,121912341,3,0,,
212,212,411041792,1673765711,0,29189699,121912300,3,0,,
213,213,411041792,1673765712,0,29189699,121912300,3,0,,
214,214,411041792,1673766072,0,29189100,121912398,1,0,,
215,215,411041792,1673843704,0,29188700,121910599,0,0,,
216,216,411041792,1673843883,0,29188666,121910566,1,0,,
217,217,411041792,1673843884,0,29188700,121910599,1,0,,
218,218,411041792,1673845862,14130,29188666,121910581,0,14100,,
219,219,411041792,1673845863,14130,29188666,121910581,0,14100,,
220,220,411041792,1673845864,14130,29188700,121910599,0,14100,,
221,221,411041792,1673846584,0,29188700,121910500,0,0,,
222,222,411041792,1673846585,0,29188700,121910500,0,0,,
223,223,411041792,1673849498,0,29532200,121555298,0,0,,
224,224,411041792,1673849678,0,29532200,121555298,0,0,,
225,225,411041792,1673923262,33270,28861300,121638496,0,33200,,
226,226,411041792,1673923800,29890,28861341,121638485,0,29800,,
227,227,411041792,1673923802,29850,28861300,121638496,0,29800,,
228,228,411041792,1673942160,0,29204981,121948631,1,0,,
229,229,411041792,1673942161,0,29204986,121948646,1,0,,
230,230,411041792,1673942521,34570,29204966,121948710,0,0,,
231,231,411041792,1673953783,0,29198081,121956266,1,0,,
232,232,411041792,1673953784,0,29198099,121956299,1,0,,
233,233,411041792,1673963172,0,29198099,121956200,1,0,,
234,234,411041792,1674049353,0,29204931,121948731,0,0,,
235,235,411041792,1674049701,0,29204900,121948750,1,0,,
236,236,411041792,1674049713,0,29204881,121948681,1,0,,
237,237,411041792,1674050421,0,29204881,121948816,2,0,,
238,238,411041792,1674118485,14160,29198181,121956181,2,14100,,
239,239,411041792,1674118486,14160,29198200,121956200,2,14100,,
240,240,411041792,1674118664,30340,29198205,121956235,0,30300,,
241,241,411041792,1674121620,0,29598499,121979301,1,0,,
242,242,411041792,1674124658,0,29598700,121979301,2,0,,
243,243,411041792,1674124960,0,29599001,121979301,2,0,,
244,244,411041792,1674125590,34690,29152031,121806181,9,34600,,
245,245,411041792,1674146245,0,29189041,121912455,0,0,,
246,246,411041792,1674146428,0,29188999,121912497,0,0,,
247,247,411041792,1674148046,0,29189399,121912300,1,0,,
248,248,411041792,1674148225,0,29189546,121912285,0,0,,
249,249,411041792,1674148226,0,29189501,121912300,0,0,,
250,250,411041792,1674148227,0,29189501,121912300,0,0,,
251,251,411041792,1674222513,22690,28689501,121400497,2,3500,,
252,252,411041792,1674222691,5830,28689495,121400485,1,23000,,
253,253,411041792,1674222693,5830,28689501,121400497,1,23000,,
254,254,411041792,1674223053,30880,28689501,121400497,1,30800,,
255,255,411041792,1674223054,30880,28689501,121400497,1,30800,,
256,256,411041792,1674234489,830,29194500,121934196,0,800,,
257,257,411041792,1674237489,0,29509600,121511002,0,0,,
258,258,411041792,1674238379,0,29509701,121511002,1,0,,
259,259,411041792,1674238390,0,29509701,121511002,1,0,,
260,260,411041792,1674240539,15860,28296196,121637490,0,15800,,
261,261,411041792,1674243595,34490,29511999,121566497,10,34400,,
262,262,411041792,1674243596,34490,29511999,121566399,10,34400,,
263,263,411041792,1674245034,17000,29511900,121566200,1,17000,,
264,264,411041792,1674245035,17000,29511900,121566200,1,17000,,
265,265,411041792,1674248660,21880,29509600,121511002,2,21800,,
266,266,411041792,1674248661,21880,29509600,121511002,2,21800,,
267,267,411041792,1674275020,0,29509230,121511841,0,0,,
268,268,411041792,1674281693,0,29509441,121511786,0,0,,
269,269,411041792,1674281873,0,29509416,121511566,1,0,,
270,270,411041792,1674281874,0,29509398,121511597,1,0,,
271,271,411041792,1674282052,7970,29509495,121511580,1,7900,,
272,272,411041792,1674282053,7930,29509495,121511580,1,7900,,
273,273,411041792,1674282054,7930,29509501,121511597,1,7900,,
274,274,411041792,1674282414,7170,29509501,121511398,1,7100,,
275,275,411041792,1674282592,7220,29509476,121511396,1,7100,,
276,276,411041792,1674282593,7170,29509466,121511381,1,7100,,
277,277,411041792,1674284214,0,29509700,121511155,2,0,,
278,278,411041792,1674284394,0,29509701,121511171,1,0,,
279,279,411041792,1674284395,0,29509701,121511200,1,0,,
280,280,411041792,1674285295,9150,29509686,121511101,0,9100,,
281,281,411041792,1674285474,0,29509711,121511076,0,0,,
282,282,411041792,1674285475,0,29509701,121511101,0,0,,
283,283,411041792,1674285476,0,29509711,121511076,0,0,,
284,284,411041792,1674285653,9150,29509681,121511100,0,9100,,
285,285,411041792,1674285655,24270,29509710,121511046,0,24200,,
286,286,411041792,1674286195,21960,29509546,121510996,21,21900,,
287,287,411041792,1674286373,21960,29509531,121510981,21,21900,,
288,288,411041792,1674317118,17740,29166931,121915231,0,17700,,
289,289,411041792,1674331387,14410,30121000,122137100,0,14400,,
290,290,411041792,1674331391,14410,30121000,122137199,0,14400,,
291,291,411041792,1674333372,33720,30121201,122137100,0,33700,,
292,292,411041792,1674333526,33720,30121099,122137100,0,33700,,
293,293,411041792,1674333551,34540,30121000,122137199,0,34500,,
294,294,411041792,1674334631,34430,30121099,122137100,0,34400,,
295,295,411041792,1674334967,34430,30121099,122137100,0,34400,,
296,296,411041792,1674334992,33530,30121300,122137001,3,33500,,
297,297,411041792,1674338416,18730,30121000,122137100,0,18700,,
298,298,411041792,1674338570,18730,30121000,122137100,0,18700,,
299,299,411041792,1674338594,10730,30121099,122137199,0,10700,,
300,300,411041792,1674338777,3140,30121000,122137100,0,3100,,
301,301,411041792,1674338930,10720,30121099,122137199,0,10700,,
302,302,411041792,1674338957,12640,30121000,122137100,0,12600,,
303,303,411041792,1674339137,26230,30121000,122137100,0,26200,,
304,304,411041792,1674347567,15420,29512935,121565195,0,15300,,
305,305,411041792,1674347568,15380,29512931,121565181,0,15300,,
306,306,411041792,1674347569,15380,29512935,121565195,0,15300,,
307,307,411041792,1674347929,0,29512899,121565201,1,0,,
308,308,411041792,1674348108,33580,29512650,121565256,6,33500,,
309,309,411041792,1674348109,33580,29512600,121565299,6,33500,,
310,310,411041792,1674348288,0,29512900,121565150,2,0,,
311,311,411041792,1674348289,0,29512899,121565201,2,0,,
312,312,411041792,1674348469,6440,29512881,121565211,1,6400,,
313,313,411041792,1674348828,34140,29512751,121565226,7,34100,,
314,314,411041792,1674348829,34140,29512800,121565201,7,34100,,
315,315,411041792,1674349008,0,29512700,121565100,1,0,,
316,316,411041792,1674349188,0,29512866,121565251,1,0,,
317,317,411041792,1674349189,0,29512899,121565299,1,0,,
318,318,411041792,1674349368,0,29512931,121565221,1,0,,
319,319,411041792,1674349548,0,29512911,121565226,1,0,,
320,320,411041792,1674349549,0,29512899,121565201,1,0,,
321,321,411041792,1674349728,0,29512931,121565181,1,0,,
322,322,411041792,1674349729,0,29512899,121565201,1,0,,
323,323,411041792,1674349807,0,29512700,121565100,1,0,,
324,324,411041792,1674349908,0,29512776,121565156,1,0,,
325,325,411041792,1674350088,0,29512746,121565231,2,0,,
326,326,411041792,1674350089,0,29512699,121565201,2,0,,
327,327,411041792,1674383081,34180,29195445,121934511,0,34100,,
328,328,411041792,1674423124,3430,29195350,121934481,1,8700,,
329,329,411041792,1674423125,3430,29195350,121934481,1,8700,,
330,330,411041792,1674423126,3430,29195399,121934502,1,8700,,
331,331,411041792,1674423305,5700,29195386,121934501,2,5700,,
332,332,411041792,1674423485,23330,29195386,121934486,1,23300,,
333,333,411041792,1674423486,23330,29195399,121934502,1,23300,,
334,334,411041792,1674424066,23330,29195381,121934481,1,23300,,
335,335,411041792,1674424067,5700,29195381,121934500,2,5700,,
336,336,411041792,1674424786,23330,29195381,121934481,1,23300,,
337,337,411041792,1674424787,5700,29195381,121934500,2,5700,,
338,338,411041792,1674425105,29560,29195380,121934525,1,30500,,
339,339,411041792,1674425108,29560,29195399,121934502,1,30500,,
340,340,411041792,1674425285,18280,29195375,121934526,2,18200,,
341,341,411041792,1674446620,5380,29509200,121511931,1,5300,,
342,342,411041792,1674499321,13250,29125190,121869451,0,13200,,
343,343,411041792,1674504466,0,29125366,121869366,1,0,,
344,344,411041792,1674504468,0,29125401,121869400,1,0,,
345,345,411041792,1674505010,0,29125299,121869400,0,0,,
346,346,411041792,1674505186,0,29125450,121869381,1,0,,
347,347,411041792,1674505188,0,29125500,121869400,1,0,,
348,348,411041792,1674506447,15990,29125401,121869400,1,15900,,
349,349,411041792,1674506628,0,29125299,121869499,0,0,,
350,350,411041792,1674516013,24770,28296199,121637603,1,24700,,
351,351,411041792,1674516192,8040,28296199,121637603,0,8000,,
352,352,411041792,1674533078,18580,28255699,121579398,0,18500,,
353,353,411041792,1674566943,16540,23745501,117519402,0,0,,
354,354,411041792,1674601163,0,29510161,121564155,1,0,,
355,355,411041792,1674601178,0,29510150,121564150,1,0,,
356,356,411041792,1674601179,0,29510161,121564155,1,0,,
357,357,411041792,1674601181,0,29510200,121564201,1,0,,
358,358,411041792,1674601526,0,29510066,121564146,2,0,,
359,359,411041792,1674601539,0,29510066,121564146,2,0,,
360,360,411041792,1674601541,0,29510099,121564102,2,0,,
361,361,411041792,1674601878,4180,29510096,121563996,0,4100,,
362,362,411041792,1674601899,4180,29510096,121563996,0,4100,,
363,363,411041792,1674601901,4180,29510099,121564003,0,4100,,
364,364,411041792,1674602079,0,29510116,121564046,0,0,,
365,365,411041792,1674602081,0,29510099,121564003,0,0,,
366,366,411041792,1674602243,0,29510076,121564020,0,0,,
367,367,411041792,1674602260,0,29510076,121564020,0,0,,
368,368,411041792,1674602261,0,29510099,121564003,0,0,,
369,369,411041792,1674602961,22330,29510126,121564040,1,22300,,
370,370,411041792,1674602979,22330,29510115,121564031,1,22300,,
371,371,411041792,1674602980,22330,29510126,121564040,1,22300,,
372,372,411041792,1674602982,22330,29510099,121564003,1,22300,,
373,373,411041792,1674603160,0,29510070,121564071,0,0,,
374,374,411041792,1674603162,0,29510099,121564102,0,0,,
375,375,411041792,1674603687,0,29510110,121563980,0,0,,
376,376,411041792,1674603700,0,29510110,121563980,0,0,,
377,377,411041792,1674603703,0,29510099,121564003,0,0,,
378,378,411041792,1674604060,0,29510121,121563836,1,0,,
379,379,411041792,1674604061,0,29510121,121563836,1,0,,
380,380,411041792,1674604063,0,29510099,121563796,1,0,,
381,381,411041792,1674604766,0,29510176,121563620,0,0,,
382,382,411041792,1674604781,0,29510176,121563620,0,0,,
383,383,411041792,1674604784,0,29510200,121563599,0,0,,
384,384,411041792,1674604961,0,29510261,121563616,1,0,,
385,385,411041792,1674604964,0,29510300,121563599,1,0,,
386,386,411041792,1674605124,24460,29510281,121563561,2,24400,,
387,387,411041792,1674605141,24460,29510266,121563550,2,24400,,
388,388,411041792,1674605142,24460,29510281,121563561,2,24400,,
389,389,411041792,1674605487,22450,29510235,121563145,3,22400,,
390,390,411041792,1674605502,22450,29510235,121563145,3,22400,,
391,391,411041792,1674605504,22450,29510200,121563103,3,22400,,
392,392,411041792,1674605682,2800,29510451,121563241,0,2800,,
393,393,411041792,1674605684,2800,29510500,121563202,0,2800,,
394,394,411041792,1674606564,34810,29510585,121563261,0,34800,,
395,395,411041792,1674606582,34810,29510581,121563250,0,34800,,
396,396,411041792,1674606583,34810,29510585,121563261,0,34800,,
397,397,411041792,1674606585,34810,29510599,121563300,0,34800,,
398,398,411041792,1674607303,0,29510681,121563205,1,0,,
399,399,411041792,1674607304,0,29510681,121563205,1,0,,
400,400,411041792,1674607306,0,29510700,121563202,1,0,,
401,401,411041792,1674607484,0,29510681,121563205,1,0,,
402,402,411041792,1674607486,0,29510700,121563202,1,0,,
403,403,411041792,1674607646,28860,29510776,121563171,6,28800,,
404,404,411041792,1674607664,28860,29510776,121563171,6,28800,,
405,405,411041792,1674607666,28860,29510799,121563202,6,28800,,
406,406,411041792,1674703369,13270,29041131,121602565,0,13200,,
407,407,411041792,1674703729,27520,29041131,121602631,0,27500,,
408,408,411041792,1674711715,0,29839600,122297897,1,0,,
409,409,411041792,1674712618,0,29839800,122297798,1,0,,
410,410,411041792,1674712796,16850,29839500,122297798,0,16800,,
411,411,411041792,1674712932,0,29839898,122297798,1,0,,
412,412,411041792,1674751233,30080,29195281,121934481,2,30000,,
413,413,411041792,1674751413,16700,29195281,121934480,1,35000,,
414,414,411041792,1674751773,7210,29195286,121934476,0,7200,,
415,415,411041792,1674751934,7210,29195281,121934466,0,7200,,
416,416,411041792,1674755504,0,29839500,122297798,0,0,,
417,417,411041792,1674755684,0,29839500,122297798,0,0,,
418,418,411041792,1674773897,1980,29839500,122297897,1,1900,,
419,419,411041792,1674774074,0,29839491,122298010,1,0,,
420,420,411041792,1674774077,0,29839500,122297996,1,0,,
421,421,411041792,1674774798,0,29839800,122297996,1,0,,
422,422,411041792,1674810692,22540,28297300,121637703,1,0,,
423,423,411041792,1674857109,22540,28294398,121637001,1,22500,,
424,424,411041792,1674897929,0,29196750,121956550,1,0,,
425,425,411041792,1674899370,0,29196681,121956581,1,0,,
426,426,411041792,1674900632,0,29196550,121956500,1,0,,
427,427,411041792,1674913104,7040,29126300,121868415,0,7000,,
428,428,411041792,1674913105,7040,29126301,121868401,0,7000,,
429,429,411041792,1674914724,3960,29126331,121868415,38,3900,,
430,430,411041792,1674914907,5410,29126301,121868401,0,5400,,
431,431,411041792,1674921047,22990,28262399,121585899,0,22900,,
432,432,411041792,1674923207,30240,28262399,121585899,0,30200,,
433,433,411041792,1675022224,21530,29041550,121624881,0,21500,,
434,434,411041792,1675022226,21530,29041550,121624881,0,21500,,
435,435,411041792,1675022227,21530,29041550,121624881,0,21500,,
436,436,411041792,1675022229,21530,29041599,121624901,0,21500,,
437,437,411041792,1675022587,0,29041521,121624945,0,0,,
438,438,411041792,1675053242,0,29041736,121603511,0,0,,
439,439,411041792,1675055761,0,29041700,121603481,1,0,,
440,440,411041797,1672574700,0,28694300,121524597,1,0,,
441,441,411041797,1672574726,0,28694300,121524597,1,0,,
442,442,411041797,1672630602,0,29941601,122276604,0,0,,
443,443,411041797,1672632263,9520,29941601,122276703,0,9500,,
444,444,411041797,1672770224,0,33733700,120405098,1,0,,
445,445,411041797,1672794952,18210,33733700,120405098,0,18100,,
446,446,411041797,1672797660,0,33733799,120404999,0,0,,
447,447,411041797,1672903621,31220,30250566,122285500,0,31200,,
448,448,411041797,1672903801,1490,30250500,122285500,0,1400,,
449,449,411041797,1672904881,28830,30250601,122285500,2,30000,,
450,450,411041797,1673260077,0,28694201,121524696,1,0,,
451,451,411041797,1673266931,32310,28694300,121524696,2,32200,,
452,452,411041797,1673266932,32280,28694315,121524650,2,32200,,
453,453,411041797,1673267473,0,28694201,121524696,0,0,,
454,454,411041797,1673268012,0,28694216,121524650,2,0,,
455,455,411041797,1673268014,0,28694201,121524696,2,0,,
456,456,411041797,1673281052,9050,28357300,121619499,0,11600,,
457,457,411041797,1673281593,26420,28357460,121619371,1,26400,,
458,458,411041797,1673281772,35260,28357281,121619450,1,29900,,
459,459,411041797,1673281773,35260,28357300,121619499,1,29900,,
460,460,411041797,1673282313,12870,28357286,121619461,0,12800,,
461,461,411041797,1673282314,12870,28357300,121619499,0,12800,,
462,462,411041797,1673282492,9360,28357300,121619481,1,16500,,
